University,services,website
San Joaquin Delta College,Career counseling; Employment services for undergraduates; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Alcohol/substance abuse counseling; Economically disadvantaged students services; Financial aid counseling; Legal services; Minority students services,www.deltacollege.edu 
California State University: Northridge,Alcohol/substance abuse counseling; Career counseling; Employment services for undergraduates; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Economically disadvantaged students services; Financial aid counseling; Minority students services,www.csun.edu 
School of Theology at Claremont,,
California State University: Stanislaus,Alcohol/substance abuse counseling; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services,www.csustan.edu 
Sonoma State University,Career counseling; Employment services for undergraduates; Health services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Alcohol/substance abuse counseling; Economically disadvantaged students services; Financial aid counseling,www.sonoma.edu 
Chemeketa Community College,Alcohol/substance abuse counseling; Career counseling; Employment services for undergraduates; Financial aid counseling; Minority students services; Placement services for graduates; Adult (re-entering) student services/programs; On-campus daycare; Veteran's counselor,www.chemeketa.edu 
Skyline College,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Health services; Minority students services; On-campus daycare; Personal counseling; Veteran's counselor; Women's services; Financial aid counseling; Adult (re-entering) student services/programs,www.skylinecollege.edu 
Saddleback College,Alcohol/substance abuse counseling; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Financial aid counseling; Minority students services,www.saddleback.edu 
Samuel Merritt University,Career counseling; Health services; Personal counseling; Financial aid counseling,www.samuelmerritt.edu 
Stevens-Henager College: Orem,Career counseling; Employment services for undergraduates; Personal counseling; Placement services for graduates,www.stevenshenager.edu 
Spokane Falls Community College,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Health services,www.spokanefalls.edu 
Scottsdale Community College,Alcohol/substance abuse counseling; Career counseling; Employment services for undergraduates; Personal counseling; Veteran's counselor; Financial aid counseling,www.scottsdalecc.edu 
William Jessup University,Personal counseling; Adult (re-entering) student services/programs; Chaplain/spiritual director; Financial aid counseling; Alcohol/substance abuse counseling; Career counseling; Employment services for undergraduates; Health services; Placement services for graduates; Veteran's counselor,www.jessup.edu 
Sierra Nevada College,Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Placement services for graduates; Veteran's counselor; Adult (re-entering) student services/programs,www.sierranevada.edu 
Highline College,On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Career counseling; Employment services for undergraduates; Health services; Minority students services,www.highline.edu 
University of Hawaii: Honolulu Community College,Career counseling; Employment services for undergraduates; Health services; On-campus daycare; Placement services for graduates; Veteran's counselor; Alcohol/substance abuse counseling; Personal counseling; Financial aid counseling,
Hawaii Pacific University,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.hpu.edu 
Idaho State University,Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Legal services; Minority students services; Women's services; Alcohol/substance abuse counseling; Economically disadvantaged students services,www.isu.edu 
Idaho State University: College of Pharmacy,,
Talmudical Academy of New Jersey,,
Technical Career Institutes,Career counseling; Personal counseling; Placement services for graduates; Financial aid counseling; Adult (re-entering) student services/programs,www.tcicollege.edu 
Brightwood Career Institute,Career counseling; Employment services for undergraduates; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,https://www.brightwoodcareer.edu/ 
Rensselaer Polytechnic Institute,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; Personal counseling; Placement services for graduates; Women's services; Economically disadvantaged students services,www.rpi.edu 
University of Texas at Brownsville,Career counseling; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor; Adult (re-entering) student services/programs; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Minority students services; Alcohol/substance abuse counseling; Chaplain/spiritual director,www.utb.edu 
Florida National University,Career counseling; Employment services for undergraduates; Financial aid counseling; Placement services for graduates; On-campus daycare,www.fnu.edu 
Bryant & Stratton College: Buffalo,Career counseling; Employment services for undergraduates; Personal counseling; Placement services for graduates; Financial aid counseling,www.bryantstratton.edu 
University of West Alabama,Career counseling; Employment services for undergraduates; Health services; Personal counseling; Placement services for graduates; Economically disadvantaged students services; On-campus daycare; Alcohol/substance abuse counseling; Financial aid counseling,www.uwa.edu 
Troy University,Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor; Women's services,www.troy.edu 
Stillman College,Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Placement services for graduates; Veteran's counselor,www.stillman.edu 
University of Wisconsin-Stout,Career counseling; Employment services for undergraduates; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor; Chaplain/spiritual director; Alcohol/substance abuse counseling; Economically disadvantaged students services,www.uwstout.edu 
Mississippi Delta Community College,Career counseling; Employment services for undergraduates; Personal counseling; Placement services for graduates; Veteran's counselor; Financial aid counseling; Health services; Minority students services; Adult (re-entering) student services/programs,www.msdelta.edu 
Finlandia University,Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Personal counseling; Placement services for graduates; Alcohol/substance abuse counseling; Economically disadvantaged students services; Veteran's counselor,www.finlandia.edu 
Southwest Tennessee Community College,Career counseling; Employment services for undergraduates; Financial aid counseling; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Economically disadvantaged students services,www.southwest.tn.edu 
ITT Technical Institute: Monroeville,Career counseling; Employment services for undergraduates; Placement services for graduates,www.itt-tech.edu 
Southern State Community College,Career counseling; Financial aid counseling; On-campus daycare; Placement services for graduates; Employment services for undergraduates; Personal counseling,www.sscc.edu 
St. Francis Medical Center College of Nursing,Financial aid counseling; Health services; Personal counseling; Adult (re-entering) student services/programs; Alcohol/substance abuse counseling; Economically disadvantaged students services,www.sfmccon.edu 
Carrington College: San Jose,,
Florida College of Natural Health: Bradenton,Career counseling; Financial aid counseling; Placement services for graduates,www.fcnh.com 
SUNY College of Environmental Science and Forestry,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; Personal counseling; Veteran's counselor; Women's services; On-campus daycare; Placement services for graduates; Economically disadvantaged students services,www.esf.edu 
Welder Training and Testing Institute,,
SUNY University at Albany,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Women's services,www.albany.edu 
SUNY College at Buffalo,Career counseling; Employment services for undergraduates; Health services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.buffalostate.edu 
SUNY Downstate Medical Center,Health services,www.downstate.edu 
SUNY University at Binghamton,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services,www.binghamton.edu 
SUNY Maritime College,Chaplain/spiritual director; Career counseling; Financial aid counseling; Health services; Personal counseling; Placement services for graduates; Veteran's counselor; Employment services for undergraduates,www.sunymaritime.edu 
SUNY College at Brockport,Alcohol/substance abuse counseling; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor; Women's services,www.brockport.edu 
SUNY College at Cortland,Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Alcohol/substance abuse counseling,
University of California Los Angeles: School of Law,,
University of California San Diego: School of Medicine,,
University of California San Francisco: School of Dentistry,,
University of California San Francisco: School of Medicine,,
Academy College,Placement services for graduates; Employment services for undergraduates; Financial aid counseling; Veteran's counselor; Adult (re-entering) student services/programs; Career counseling,www.academycollege.edu 
Harrison College: Evansville,Career counseling; Employment services for undergraduates; Financial aid counseling; Placement services for graduates,www.harrison.edu 
University of California San Francisco: School of Pharmacy,,
University of La Verne: School of Law,,
University of South Carolina: School of Law,,www.law.sc.edu 
North American Baptist Seminary,,www.nabs.edu 
University of South Dakota: School of Medicine,,www.usd.edu/med 
University of South Dakota: School of Law,,www.usd.edu/law/ 
East Tennessee State University: James H. Quillen College of Medicine,,
Emmanuel School of Religion,,www.esr.edu 
Harding University Graduate School of Religion,,www.hugsr.edu 
Meharry Medical College: School of Dentistry,,
Owensboro Community and Technical College,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor; Minority students services,www.owensboro.kctcs.edu 
Meharry Medical College: School of Medicine,,
University of Memphis: School of Law,,www.law.memphis.edu 
Memphis Theological Seminary,,www.mtscampus.edu 
Bryant & Stratton College: Amherst,Placement services for graduates,www.bryantstratton.edu 
University of Arkansas: Community College at Hope,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Adult (re-entering) student services/programs; Veteran's counselor; Placement services for graduates,www.uacch.edu 
California Institute of Integral Studies,Career counseling; Financial aid counseling; Minority students services; Personal counseling; Placement services for graduates,www.ciis.edu 
Walla Walla Community College,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services,www.wwcc.edu 
West Los Angeles College,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.wlac.edu 
University of Mary,Chaplain/spiritual director; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Minority students services; Veteran's counselor,www.umary.edu 
McLennan Community College,Career counseling; Employment services for undergraduates; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Financial aid counseling,www.mclennan.edu 
St. Louis Community College at Meramec,Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor,www.stlcc.edu 
Mesabi Range College,Career counseling; Employment services for undergraduates; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates,www.mesabirange.edu 
Brown College: Mendota Heights,Career counseling; Employment services for undergraduates; Placement services for graduates; Adult (re-entering) student services/programs; Financial aid counseling; Personal counseling,www.browncollege.edu 
Minneapolis Community and Technical College,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Minority students services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Health services; Legal services,www.minneapolis.edu 
Martin Luther College,Chaplain/spiritual director; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling,www.mlc-wels.edu 
Metropolitan Community College: Maple Woods,Career counseling; Employment services for undergraduates; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.mcckc.edu 
MidAmerica Nazarene University,Chaplain/spiritual director; Financial aid counseling; Health services; Personal counseling; Veteran's counselor; Minority students services; Adult (re-entering) student services/programs; Employment services for undergraduates; Career counseling,www.mnu.edu 
Mountain View College,Career counseling; Employment services for undergraduates; Health services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Economically disadvantaged students services; Financial aid counseling; Minority students services,www.mvc.dcccd.edu 
Missouri Baptist University,Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Health services,www.mobap.edu 
Metropolitan State University,Career counseling; Minority students services; Personal counseling; Adult (re-entering) student services/programs; Women's services; Veteran's counselor,www.metrostate.edu 
Arkansas Northeastern College,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.anc.edu 
Minot State University,Chaplain/spiritual director; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Alcohol/substance abuse counseling,www.minotstateu.edu 
Valley City State University,On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor; Career counseling; Employment services for undergraduates; Health services; Financial aid counseling,www.vcsu.edu 
University of North Texas,Alcohol/substance abuse counseling; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services,www.unt.edu 
University of Louisiana at Monroe,Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Chaplain/spiritual director; Alcohol/substance abuse counseling,www.ulm.edu 
Northeast Louisiana University School of Pharmacy,,
Truman State University,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Veteran's counselor; Women's services; Minority students services; Alcohol/substance abuse counseling,www.truman.edu 
Hondros College,Career counseling; Financial aid counseling; Placement services for graduates,www.nursing.hondros.edu 
Daymar College: Louisville,,www.daymarcollege.edu 
Grays Harbor College,Career counseling; Employment services for undergraduates; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor; Adult (re-entering) student services/programs; Financial aid counseling; Minority students services; Economically disadvantaged students services,www.ghc.edu 
ITT Technical Institute: Seattle,Career counseling; Employment services for undergraduates; Placement services for graduates,www.itt-tech.edu 
University of Maine,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services,www.umaine.edu 
University of Massachusetts Amherst,Alcohol/substance abuse counseling; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Chaplain/spiritual director,www.umass.edu 
University of New Hampshire,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services,www.unh.edu 
University of Rhode Island,Career counseling; Health services; Veteran's counselor; On-campus daycare; Economically disadvantaged students services; Employment services for undergraduates; Legal services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Alcohol/substance abuse counseling; Chaplain/spiritual director; Financial aid counseling; Minority students services; Women's services,www.uri.edu 
University of Vermont,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; On-campus daycare; Personal counseling; Veteran's counselor; Women's services; Economically disadvantaged students services; Placement services for graduates,www.uvm.edu 
Wesley Biblical Seminary,,
ITT Technical Institute: Jacksonville,Career counseling; Employment services for undergraduates; Placement services for graduates,www.itt-tech.edu 
University of Massachusetts Boston,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Health services; Legal services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Economically disadvantaged students services,www.umb.edu 
Unity College,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Placement services for graduates; Veteran's counselor; Women's services,www.unity.edu 
University of Maine at Augusta,Career counseling; Personal counseling; Economically disadvantaged students services; Adult (re-entering) student services/programs; Veteran's counselor; Alcohol/substance abuse counseling; Financial aid counseling,www.uma.edu 
Vermont Technical College,Alcohol/substance abuse counseling; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; Personal counseling; Placement services for graduates; Veteran's counselor; Women's services,www.vtc.edu 
Anthem Career College: Nashville,,
Burlington College,Career counseling; Financial aid counseling; Employment services for undergraduates; Legal services,www.burlington.edu 
Evergreen Valley College,Career counseling; Employment services for undergraduates; Health services; On-campus daycare; Personal counseling; Alcohol/substance abuse counseling; Economically disadvantaged students services; Financial aid counseling; Minority students services; Veteran's counselor,www.evc.edu 
New Hope Christian College,Employment services for undergraduates; Financial aid counseling; Personal counseling; Placement services for graduates; Veteran's counselor; Chaplain/spiritual director,www.newhope.edu 
Empire College,Employment services for undergraduates; Financial aid counseling; Placement services for graduates; Career counseling,www.empcol.edu 
DeVry University: Phoenix,Career counseling; Employment services for undergraduates; Financial aid counseling; Placement services for graduates; Veteran's counselor,www.devry.edu 
D-Q University,Personal counseling,www.dqu.cc.ca.us 
SUNY College at Fredonia,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor; Economically disadvantaged students services,www.fredonia.edu 
SUNY College at Geneseo,Alcohol/substance abuse counseling; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Health services; Minority students services; Personal counseling; Placement services for graduates; Veteran's counselor; Women's services; Financial aid counseling; Legal services,www.geneseo.edu 
SUNY College at New Paltz,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor; Women's services,www.newpaltz.edu 
Fordham University,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Economically disadvantaged students services; Minority students services; Veteran's counselor; Women's services,www.fordham.edu 
Manor College,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Economically disadvantaged students services,www.manor.edu 
Carrington College California: Antioch,,
WyoTech: Long Beach,Career counseling; Financial aid counseling; Placement services for graduates; Adult (re-entering) student services/programs,www.wyotech.edu/campus/long_beach 
Franklin & Marshall College,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; Personal counseling; Placement services for graduates; Women's services,www.fandm.edu 
Fairleigh Dickinson University: Metropolitan Campus,Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Minority students services; Alcohol/substance abuse counseling; Economically disadvantaged students services; Women's services; Veteran's counselor,www.fdu.edu 
Dunwoody College of Technology,Career counseling; Employment services for undergraduates; Financial aid counseling; Minority students services; Personal counseling; Placement services for graduates; Veteran's counselor; Women's services,www.dunwoody.edu 
Beth Medrash Govoha,Financial aid counseling; Placement services for graduates; Personal counseling; Career counseling,
Penn State Great Valley Graduate Center,,
Penn State Mont Alto,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Personal counseling,www.ma.psu.edu 
Chattanooga College,,
Penn State Harrisburg,Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Alcohol/substance abuse counseling; Economically disadvantaged students services,www.hbg.psu.edu 
"Penn State College of Medicine, Milton S. Hershey Medical Center",,www.collmed.psu.edu 
Penn State New Kensington,Alcohol/substance abuse counseling; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Chaplain/spiritual director,www.nk.psu.edu 
ITT Technical Institute: Mechanicsburg,Career counseling; Employment services for undergraduates; Placement services for graduates,www.itt-tech.edu 
Gannon University,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Economically disadvantaged students services,www.gannon.edu 
Herzing University: Atlanta,Career counseling; Employment services for undergraduates; Financial aid counseling; Personal counseling; Placement services for graduates; Veteran's counselor,www.herzing.edu 
Sage College of Albany,Career counseling; Employment services for undergraduates; Health services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Financial aid counseling; Alcohol/substance abuse counseling; Chaplain/spiritual director; Economically disadvantaged students services; Minority students services,www.sage.edu 
Platt College: Aurora,,www.plattcolorado.edu 
YTI Career Institute: York,Career counseling; Employment services for undergraduates; Financial aid counseling,www.yti.edu 
Lincoln College of Technology: Tri-County,Career counseling; Employment services for undergraduates; Financial aid counseling,www.lincolnedu.com/campus/cincinnati-tri-county-oh 
Mid-America Baptist Theological Seminary,,www.mabts.edu 
Southern College of Optometry,,www.sco.edu 
University of the South: School of Theology,,
University of Tennessee Knoxville: College of Veterinary Medicine,,www.vet.utk.edu 
University of Tennessee College of Law,,www.law.utk.edu 
University of Tennessee Memphis: College of Dentistry,,www.utmem.edu/dentistry 
University of Tennessee Memphis: College of Medicine,,www.utmem.edu/medicine 
University of Tennessee Memphis: College of Pharmacy,,
Vanderbilt University: School of Medicine,,www.mc.vanderbilt.edu/medschool 
Vanderbilt University: School of Law,,www.law.vanderbilt.edu 
Vanderbilt University: The Divinity School,,
Austin Presbyterian Theological Seminary,,www.austinseminary.edu 
Baylor University: School of Law,,http://www.baylor.edu/law 
Myotherapy Institute,,
Vatterott College: Spring Valley,,
Daymar College: Jackson,,www.southeasternbusinesscollege.com 
Episcopal Theological Seminary of the Southwest,,www.etss.edu 
Oblate School of Theology,,
Beth Hamedrash Shaarei Yosher Institute,,
Brown Mackie College: South Bend,Career counseling; Employment services for undergraduates; Personal counseling; Placement services for graduates; Veteran's counselor,www.brownmackie.edu 
Five Towns College,Career counseling; Employment services for undergraduates; Personal counseling; Alcohol/substance abuse counseling; Economically disadvantaged students services; Financial aid counseling,www.ftc.edu 
George C. Wallace State Community College at Selma,Career counseling; Employment services for undergraduates; Personal counseling; Placement services for graduates; Veteran's counselor; Financial aid counseling,www.wccs.edu 
Alexandria Technical and Community College,Career counseling; Employment services for undergraduates; Health services; Personal counseling; Placement services for graduates; Alcohol/substance abuse counseling; Economically disadvantaged students services; Financial aid counseling; Veteran's counselor; Minority students services,www.alextech.edu 
Northeastern Oklahoma Agricultural and Mechanical College,Alcohol/substance abuse counseling; Career counseling; Economically disadvantaged students services; Financial aid counseling; Health services; Personal counseling; Veteran's counselor; Minority students services; Adult (re-entering) student services/programs,www.neo.edu 
Northeastern State University,Alcohol/substance abuse counseling; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.nsuok.edu 
Northern Oklahoma College,Career counseling; Financial aid counseling; Health services; Personal counseling; Veteran's counselor,www.noc.edu 
Northern State University,Career counseling; Employment services for undergraduates; Health services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Alcohol/substance abuse counseling; Chaplain/spiritual director; Economically disadvantaged students services; Financial aid counseling; Legal services; Minority students services; Women's services,www.northern.edu 
University of Georgia,Alcohol/substance abuse counseling; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services,www.uga.edu 
University of Maryland: College Park,Alcohol/substance abuse counseling; Chaplain/spiritual director; Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services,www.maryland.edu 
University of Miami,Alcohol/substance abuse counseling; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Women's services; Economically disadvantaged students services,www.miami.edu 
University of North Carolina at Chapel Hill,Alcohol/substance abuse counseling; Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Legal services; Minority students services; Personal counseling; Placement services for graduates; Women's services; Economically disadvantaged students services; Veteran's counselor; On-campus daycare,www.unc.edu 
Montgomery College,Career counseling; Employment services for undergraduates; Financial aid counseling; Minority students services; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Economically disadvantaged students services,www.montgomerycollege.edu 
Chattahoochee Technical College,Career counseling; Employment services for undergraduates; Placement services for graduates; Veteran's counselor; Economically disadvantaged students services; Minority students services; Financial aid counseling; Personal counseling,www.chattahoocheetech.edu 
Francis Marion University,Chaplain/spiritual director; Career counseling; Employment services for undergraduates; Health services; Minority students services; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Financial aid counseling,www.fmarion.edu 
Martin Community College,Career counseling; Employment services for undergraduates; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor; Economically disadvantaged students services; Financial aid counseling,www.martincc.edu 
Southern West Virginia Community and Technical College,Career counseling; Employment services for undergraduates; On-campus daycare; Personal counseling; Placement services for graduates; Veteran's counselor; Financial aid counseling; Adult (re-entering) student services/programs,www.southernwv.edu 
Mountain Empire Community College,Career counseling; Employment services for undergraduates; Financial aid counseling; Health services; Personal counseling; Placement services for graduates; Veteran's counselor; Economically disadvantaged students services,www.mecc.edu 
Montgomery Community College,Career counseling; Financial aid counseling; Personal counseling; Veteran's counselor,www.montgomery.edu 
McDowell Technical Community College,Career counseling; Employment services for undergraduates; On-campus daycare; Personal counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor,www.mcdowelltech.edu 
Miami Dade College,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Placement services for graduates; Adult (re-entering) student services/programs; Veteran's counselor; Minority students services; Personal counseling; Health services; Legal services; On-campus daycare,www.mdc.edu/ 
Mayland Community College,Career counseling; Economically disadvantaged students services; Employment services for undergraduates; Financial aid counseling; Personal counseling; Placement services for graduates; Veteran's counselor; Health services,www.mayland.edu 
Montgomery College School of Art and Design,Career counseling; Employment services for undergraduates; Financial aid counseling,
